age,income,debt_to_income,credit_history_months,num_open_accounts,num_delinquencies,utilization,default
53,97552,0.3328,73,4,1,0.4979,0
21,101624,0.3284,125,5,0,0.2689,1
30,100614,0.245,66,2,1,0.7556,0
21,42989,0.636,79,0,0,0.4438,1
49,125041,0.3632,77,3,0,0.073,0
22,74897,0.2152,123,2,2,0.2925,0
22,235928,0.3346,43,5,0,0.2085,0
45,47039,0.1299,34,2,0,0.2373,0
31,74811,0.3394,44,7,0,0.473,0
27,51193,0.3861,71,6,1,0.3327,0
39,54177,0.1454,65,1,0,0.3831,0
36,47712,0.176,36,4,1,0.2979,1
38,59357,0.3969,106,7,1,0.0668,1
38,44100,0.2189,97,7,0,0.1385,0
52,69120,0.2494,176,3,0,0.4699,0
43,67585,0.6471,96,3,0,0.273,0
32,125423,0.173,89,6,0,0.6176,0
42,63173,0.1614,56,5,0,0.4665,0
39,30000,0.0539,72,6,1,0.0386,0
37,87781,0.3862,113,3,1,0.3092,0
39,50221,0.4554,49,3,1,0.5241,0
47,184493,0.293,80,5,0,0.162,0
28,62815,0.3072,84,7,1,0.3709,1
26,54625,0.1897,18,6,0,0.1221,1
49,100292,0.0249,13,1,0,0.2438,0
60,78384,0.1639,6,4,0,0.5504,0
59,61435,0.4962,114,2,0,0.3371,1
57,125795,0.7471,89,3,0,0.7443,1
23,67715,0.2339,79,6,1,0.1635,0
35,113527,0.1318,92,3,0,0.1867,1
37,63200,0.2419,98,4,0,0.2886,0
50,86762,0.3004,65,6,0,0.1088,0
33,85461,0.6938,130,6,1,0.4567,1
40,51307,0.2272,33,3,0,0.504,1
37,88685,0.24,80,10,0,0.4514,1
45,77376,0.3938,87,4,0,0.4512,0
53,37051,0.1685,49,2,1,0.4263,0
42,61636,0.3155,86,2,0,0.4376,1
52,128183,0.4069,85,3,0,0.449,0
33,48888,0.6831,76,1,0,0.6203,1
49,63251,0.5237,0,5,2,0.4705,1
32,88323,0.1955,90,2,0,0.15,0
34,55369,0.1215,79,5,3,0.0999,1
21,60415,0.2008,115,5,3,0.1856,1
40,87901,0.2632,47,2,0,0.3343,1
35,57453,0.1166,101,4,0,0.3385,0
29,103421,0.2294,73,0,0,0.1083,0
21,73274,0.161,62,7,0,0.1553,0
21,45859,0.5247,58,4,1,0.5276,1
35,104628,0.3648,46,4,1,0.6213,0
37,101848,0.268,124,1,0,0.4656,1
35,88330,0.5211,65,10,0,0.2711,1
53,73115,0.2579,113,5,0,0.1814,0
33,69385,0.2445,127,3,0,0.333,0
29,213231,0.4498,112,5,0,0.2382,0
21,92161,0.4004,135,3,0,0.1391,0
21,49777,0.1159,24,4,1,0.4374,1
29,115527,0.182,89,5,3,0.205,0
21,30000,0.0558,107,5,1,0.1109,0
53,97250,0.0577,92,3,0,0.6501,0
29,114242,0.5159,73,3,1,0.395,1
47,174324,0.7211,123,2,0,0.1872,0
30,30000,0.6262,76,4,0,0.362,1
47,44146,0.2551,123,4,0,0.1368,0
34,142621,0.6294,95,4,1,0.5033,0
37,171658,0.0841,65,2,0,0.1892,0
47,102155,0.5042,88,4,1,0.0194,0
44,177665,0.631,64,7,1,0.0987,1
46,61402,0.2808,70,7,1,0.2953,1
37,66551,0.4973,61,5,0,0.0174,1
45,84361,0.4584,35,5,1,0.0106,0
35,45920,0.2383,75,9,1,0.4453,1
32,97516,0.3811,66,8,1,0.2681,0
21,77321,0.0519,0,2,1,0.3038,1
37,117946,0.1276,49,5,2,0.1715,0
44,56976,0.575,170,2,0,0.2399,0
41,80220,0.6238,76,6,0,0.5687,0
29,40038,0.2958,39,1,1,0.3275,1
33,62352,0.4369,21,6,0,0.1033,1
43,33536,0.2957,146,4,0,0.8464,0
37,30000,0.4201,33,4,0,0.5112,0
59,30000,0.3978,113,3,1,0.6039,1
52,96321,0.2252,53,5,0,0.3933,0
56,47630,0.8063,120,1,0,0.2556,1
50,56933,0.2783,128,3,1,0.4911,0
24,121801,0.2263,112,4,0,0.1364,1
49,30000,0.2969,30,2,0,0.302,0
41,70699,0.6782,82,3,0,0.171,1
47,128510,0.0239,145,5,0,0.2452,0
59,105036,0.2208,64,7,0,0.828,1
21,90731,0.1177,54,6,0,0.3725,0
21,118958,0.4527,132,1,1,0.3535,0
31,70639,0.6039,37,2,2,0.7088,0
46,169560,0.5402,52,3,0,0.149,0
42,75622,0.5292,65,7,0,0.2463,0
32,50779,0.2157,58,3,1,0.5411,1
39,49463,0.4248,46,4,0,0.3998,0
33,37176,0.2158,94,5,2,0.1687,1
38,68911,0.2483,98,3,0,0.1716,0
33,89506,0.157,122,6,0,0.5015,0
41,65289,0.4879,94,6,1,0.1919,0
56,40545,0.4012,58,2,1,0.3647,0
56,63350,0.3665,160,3,2,0.2277,0
48,62711,0.7023,118,4,0,0.3216,0
34,70365,0.1033,85,7,0,0.4121,0
37,68251,0.2456,59,6,0,0.1684,0
21,94484,0.1377,59,2,1,0.4725,0
32,135292,0.1516,110,5,1,0.3717,0
42,30000,0.5026,41,4,0,0.3899,1
30,33551,0.1949,78,6,0,0.0906,0
37,67178,0.2645,46,6,0,0.5782,1
27,178892,0.3637,109,3,0,0.0517,0
42,105052,0.1171,86,3,1,0.5828,0
39,75785,0.2283,56,3,1,0.3059,0
46,130280,0.4747,40,5,1,0.3694,0
42,58291,0.1259,12,3,0,0.0781,0
45,55360,0.4125,97,8,0,0.2663,0
47,50769,0.3815,72,6,1,0.8074,0
50,194928,0.2606,46,5,1,0.3477,0
34,98860,0.3303,54,3,0,0.0797,0
50,30000,0.166,101,1,0,0.3745,0
25,189875,0.1426,107,7,2,0.0749,0
30,115293,0.2082,85,5,1,0.3109,1
48,78619,0.3651,89,4,0,0.1569,0
39,89287,0.2747,117,5,0,0.2132,0
35,30000,0.2337,157,3,1,0.1245,0
39,55653,0.5321,131,1,1,0.4109,0
21,122134,0.2985,135,5,0,0.3938,0
33,79546,0.2718,132,3,0,0.2176,0
47,124444,0.2174,74,3,0,0.3857,0
59,94981,0.3027,53,7,0,0.3933,0
40,144028,0.5122,61,3,0,0.5204,0
52,42841,0.1987,68,3,0,0.4502,0
25,69430,0.4062,68,5,1,0.1455,0
63,51815,0.1149,85,4,0,0.3287,0
33,124001,0.5195,36,3,2,0.2492,0
38,68178,0.3611,110,5,0,0.3684,1
35,130473,0.0774,70,2,0,0.242,1
40,66995,0.1962,60,4,0,0.4162,0
58,70501,0.4905,17,1,1,0.1509,1
38,86579,0.4046,28,6,0,0.2284,1
21,52337,0.2698,111,9,0,0.2385,0
30,65187,0.5543,74,3,0,0.1014,0
24,48291,0.4222,103,3,0,0.4567,1
52,90434,0.4616,134,1,1,0.2044,0
34,103524,0.5622,82,4,0,0.5951,0
53,83183,0.2016,145,7,0,0.3769,0
58,65976,0.5252,30,3,0,0.7455,1
22,97017,0.4221,139,4,0,0.5702,0
44,129622,0.0457,85,5,0,0.3402,0
36,114506,0.0753,60,4,0,0.1183,0
32,42456,0.1371,98,3,0,0.1427,0
40,108054,0.0994,115,3,1,0.4186,0
24,132453,0.2205,83,5,1,0.3569,0
21,34055,0.1282,43,3,0,0.191,1
45,38658,0.0481,11,3,0,0.3401,1
39,96477,0.1019,113,1,1,0.2602,0
49,103089,0.066,105,4,1,0.0352,0
35,62125,0.1009,45,5,1,0.4121,0
53,60175,0.2441,101,4,0,0.2924,1
59,70901,0.5172,145,1,0,0.2808,0
21,41939,0.132,36,5,0,0.4869,1
26,60864,0.2281,65,2,0,0.1586,0
43,101362,0.334,46,6,0,0.2238,0
38,118225,0.5179,82,4,0,0.2533,0
35,229848,0.0745,86,4,0,0.4507,0
39,50789,0.3461,69,3,0,0.3169,1
47,65838,0.1822,49,5,0,0.1089,0
29,55273,0.1029,69,6,0,0.4217,0
34,63864,0.3154,61,4,0,0.3489,1
50,98093,0.1885,80,8,0,0.2356,0
24,58329,0.4239,111,9,0,0.2288,0
39,85488,0.1413,104,7,1,0.3876,0
31,117236,0.1888,58,2,0,0.3144,0
26,73378,0.1217,140,3,0,0.4368,0
39,36674,0.3146,102,2,0,0.3569,0
55,37238,0.2001,98,4,0,0.1367,0
23,73373,0.1953,36,2,1,0.4148,1
45,50339,0.3584,57,3,0,0.2233,0
47,237863,0.2783,74,4,1,0.2807,0
31,59265,0.5153,84,7,0,0.2022,1
43,77635,0.3182,0,8,0,0.1567,1
30,82710,0.6727,34,3,1,0.3095,0
53,85882,0.1167,111,4,0,0.3157,0
43,87996,0.5258,54,2,0,0.3486,0
23,109354,0.453,98,4,0,0.4221,0
35,123634,0.4126,101,3,3,0.2422,0
35,68668,0.2494,41,3,0,0.1783,0
44,44529,0.2692,84,4,0,0.4027,0
38,76802,0.2926,115,5,0,0.4815,0
39,84050,0.1065,83,2,0,0.3568,0
42,66545,0.1312,84,3,1,0.2902,0
40,95613,0.5694,35,6,2,0.4855,0
45,49847,0.1794,21,5,0,0.3272,0
46,75579,0.5947,52,5,1,0.6526,0
29,88557,0.5135,97,5,0,0.3295,0
50,76708,0.3927,52,2,0,0.1626,1
51,72523,0.2367,86,3,1,0.677,0
36,71536,0.4456,54,6,0,0.3343,0
25,62542,0.363,118,4,0,0.1837,0
32,30000,0.3746,50,7,1,0.2116,0
47,45423,0.419,66,5,0,0.4125,1
32,63548,0.5903,93,3,1,0.2299,1
44,43187,0.5474,94,1,1,0.1257,0
34,88477,0.7139,153,4,0,0.6231,0
43,251186,0.1518,48,2,0,0.52,0
21,69054,0.2803,31,2,0,0.0871,0
50,127993,0.7026,57,5,0,0.3742,0
21,145109,0.1572,112,3,0,0.526,0
34,75973,0.3082,26,5,1,0.4224,0
51,52836,0.198,121,6,0,0.2834,0
56,80041,0.1527,122,7,1,0.0703,1
52,67285,0.3619,106,4,0,0.3381,0
21,238843,0.1495,68,5,0,0.4129,0
38,120313,0.2677,88,5,1,0.4005,0
37,30000,0.2329,114,4,0,0.3788,0
43,110808,0.169,53,3,0,0.0571,0
45,55330,0.2665,49,4,0,0.3244,0
26,55217,0.1364,76,3,0,0.3908,1
26,32535,0.7227,55,3,0,0.5685,1
27,67496,0.5264,4,6,1,0.4681,0
21,134671,0.2196,56,3,1,0.374,0
28,79495,0.3528,133,4,0,0.2652,1
38,97569,0.6267,80,4,0,0.4903,0
23,45925,0.1761,61,1,0,0.3486,1
21,68924,0.5309,68,3,0,0.4716,0
53,220180,0.5886,57,9,0,0.1994,0
37,189644,0.576,37,3,0,0.3197,0
33,168878,0.4857,158,2,0,0.3241,0
42,64112,0.5086,139,2,1,0.4848,1
38,65391,0.4621,101,4,0,0.2618,0
25,32969,0.3745,16,3,0,0.6621,1
33,100933,0.2609,80,5,2,0.391,0
41,36318,0.5038,54,4,0,0.2291,0
32,157794,0.4419,67,2,1,0.1989,0
25,58859,0.3367,4,6,1,0.6402,1
56,71921,0.2552,89,2,1,0.2786,0
29,169201,0.3818,106,3,0,0.1155,0
30,52824,0.1281,148,3,1,0.1736,0
28,62174,0.2411,108,2,2,0.2306,1
55,64800,0.3786,100,4,1,0.3199,1
43,141727,0.34,121,2,0,0.1103,0
56,55064,0.4753,58,4,1,0.0745,0
43,75941,0.2619,4,3,0,0.4149,1
34,30594,0.2299,86,9,0,0.1883,0
43,76252,0.3345,63,2,0,0.3263,0
43,66510,0.2967,99,2,0,0.2151,0
27,37827,0.3197,64,2,1,0.3217,0
21,65228,0.5513,21,8,1,0.3236,1
51,65619,0.0981,110,2,1,0.4474,1
47,45410,0.3716,123,12,0,0.4201,1
43,30093,0.4528,50,3,0,0.2372,0
28,100747,0.2771,85,2,1,0.372,0
29,42097,0.3468,114,2,2,0.142,0
26,54828,0.6015,114,3,1,0.1445,1
43,96035,0.1474,52,9,0,0.2336,0
53,68475,0.2232,130,9,0,0.4043,0
42,57128,0.0534,39,3,0,0.4235,1
28,63777,0.3552,34,3,1,0.1945,1
28,41846,0.1656,82,5,0,0.1772,1
44,127361,0.6731,97,6,1,0.566,0
29,60337,0.0739,146,2,0,0.1728,0
43,71707,0.3069,115,5,2,0.4445,0
34,359461,0.3979,93,4,0,0.2547,1
21,145717,0.2891,75,3,2,0.1577,0
50,90488,0.4095,40,6,1,0.3417,1
31,122371,0.1091,34,1,0,0.1855,0
24,66588,0.5715,45,0,0,0.1506,1
21,75474,0.1586,96,6,2,0.1507,1
45,55055,0.5271,98,1,1,0.2796,0
33,138933,0.0912,27,3,1,0.4565,1
32,132371,0.3133,58,5,1,0.5294,0
61,56533,0.31,62,5,0,0.1584,0
21,93282,0.236,99,7,0,0.1739,0
44,74325,0.2215,149,3,1,0.3682,0
21,48470,0.2421,39,4,0,0.4483,0
59,137039,0.3537,79,5,3,0.7393,1
70,123871,0.0996,44,4,2,0.4845,0
33,97791,0.3713,100,2,3,0.0457,0
34,55608,0.1734,47,5,0,0.1797,1
47,52656,0.4862,72,7,1,0.1635,1
32,86559,0.6422,43,2,0,0.478,1
45,58968,0.8897,118,3,0,0.0469,1
37,86108,0.2656,52,5,0,0.1796,0
47,44549,0.3084,18,3,1,0.5539,1
39,71573,0.5636,30,7,0,0.2689,1
41,35495,0.2613,53,5,0,0.0353,1
21,141384,0.4354,83,2,1,0.3899,0
39,31573,0.2289,97,2,1,0.1182,0
40,39111,0.4793,56,9,0,0.4084,1
38,46597,0.3641,35,4,1,0.2059,1
29,97873,0.3396,50,8,0,0.0746,0
62,67714,0.4985,52,2,1,0.2493,0
36,64879,0.5404,77,3,1,0.2894,0
49,74696,0.4937,97,3,1,0.2776,0
35,95314,0.3585,124,5,0,0.3826,0
52,122874,0.228,76,8,1,0.6549,0
44,121891,0.4683,84,3,0,0.1363,0
45,56759,0.7657,11,9,0,0.3335,1
49,35628,0.1566,62,3,0,0.3848,0
33,126426,0.1795,127,7,0,0.6733,0
48,112801,0.117,99,1,0,0.1606,0
49,84054,0.7425,42,1,1,0.2101,1
45,200165,0.2714,67,2,0,0.1599,0
43,72667,0.6086,102,3,0,0.4305,1
37,191155,0.1302,18,5,0,0.5158,0
33,58467,0.1383,114,1,2,0.4752,0
39,96481,0.4475,80,4,1,0.3453,0
55,103621,0.2507,65,3,0,0.4844,0
42,51438,0.252,128,4,1,0.048,0
42,107922,0.1786,57,8,1,0.2596,0
42,172217,0.1824,86,4,1,0.1241,0
43,58346,0.5403,63,5,0,0.1604,1
39,37226,0.717,71,5,0,0.3774,1
32,55435,0.1334,81,3,0,0.3538,1
45,73614,0.2785,57,4,1,0.3063,0
27,70724,0.5794,140,7,0,0.6333,0
45,87813,0.317,51,3,1,0.0419,0
39,58108,0.7032,151,3,0,0.8274,1
35,30000,0.7334,109,3,0,0.3061,1
21,174412,0.5579,86,2,2,0.7407,0
30,92893,0.1488,136,9,2,0.1481,0
43,43135,0.5267,71,6,0,0.2844,1
35,89133,0.2484,123,3,0,0.4522,1
32,70244,0.386,93,4,1,0.2861,1
36,141754,0.0955,28,6,1,0.4332,0
41,34584,0.0911,4,6,0,0.2519,1
56,72978,0.3482,66,3,0,0.1358,0
50,73077,0.1377,0,4,0,0.2917,1
24,87662,0.3899,150,0,1,0.4339,0
32,57793,0.1524,122,6,0,0.4117,0
36,57650,0.3759,78,9,1,0.7263,1
37,78625,0.2526,92,1,3,0.1925,0
42,51374,0.4066,102,2,0,0.777,0
30,80458,0.192,109,3,1,0.5675,1
26,60912,0.2024,61,4,0,0.1545,1
40,122334,0.5186,121,6,0,0.4197,0
48,103304,0.1628,83,4,1,0.1948,0
48,90704,0.1816,81,2,0,0.2117,0
50,33558,0.8042,117,4,1,0.1665,1
36,45138,0.3101,99,1,1,0.2728,0
53,126518,0.3392,39,1,0,0.4764,0
21,40298,0.292,89,3,0,0.4694,1
51,46478,0.1516,80,1,0,0.3132,0
34,56514,0.0832,131,1,0,0.2555,0
23,116186,0.1947,64,7,2,0.587,1
44,160772,0.1982,37,5,0,0.1787,0
33,93840,0.2632,79,4,0,0.3893,0
41,45854,0.2374,49,7,1,0.2751,1
36,94003,0.2859,83,2,0,0.2367,0
32,60960,0.7116,38,2,2,0.402,0
22,93291,0.2903,68,6,0,0.2211,0
30,44777,0.469,79,7,1,0.2246,0
49,33784,0.4319,50,5,0,0.2788,0
41,85741,0.4446,111,2,0,0.155,0
47,45709,0.659,116,3,0,0.1866,0
33,75012,0.275,37,3,0,0.6385,0
44,30000,0.2191,85,4,0,0.5495,1
42,43712,0.1416,50,6,1,0.6005,0
34,87479,0.5677,27,4,0,0.0582,1
31,39858,0.0819,105,4,1,0.6489,1
52,42689,0.1892,119,7,1,0.1412,1
37,43353,0.0681,78,8,2,0.3526,1
54,63113,0.3573,173,4,0,0.4477,0
30,75897,0.2628,46,2,0,0.1849,0
45,30000,0.2463,159,0,1,0.4714,1
44,45021,0.036,85,7,0,0.3003,0
31,84040,0.025,58,3,1,0.3401,0
34,42837,0.2884,149,3,0,0.1271,1
42,112480,0.4963,39,3,1,0.2624,1
42,64609,0.1266,93,4,1,0.2675,1
51,35867,0.2864,87,4,0,0.4558,0
46,100078,0.3104,70,4,0,0.2253,0
26,72377,0.437,84,4,2,0.211,1
48,68585,0.2643,50,5,0,0.7339,0
41,134162,0.1504,55,3,1,0.3986,0
30,108037,0.3867,129,4,1,0.358,0
38,41725,0.4616,67,5,0,0.0251,0
42,70588,0.2559,31,4,0,0.1428,0
30,102370,0.675,109,5,0,0.0628,0
43,83588,0.3831,141,6,0,0.2669,0
42,75057,0.4655,139,7,1,0.301,0
36,43733,0.0829,4,3,0,0.2444,1
30,32903,0.2611,67,1,1,0.1959,0
44,103185,0.2165,140,5,0,0.1475,0
46,55752,0.2008,131,3,0,0.4601,0
43,30000,0.0711,94,2,2,0.2001,0
37,32983,0.3226,101,5,1,0.0469,1
32,70435,0.1932,70,6,2,0.1672,0
35,88837,0.4785,105,2,0,0.8276,0
66,50612,0.3037,73,3,1,0.3858,0
21,138755,0.8265,94,5,2,0.6733,0
58,40115,0.6074,21,2,2,0.5201,0
33,107851,0.1991,68,6,2,0.2642,0
36,156561,0.055,90,5,1,0.315,0
26,42807,0.3464,112,3,1,0.5236,1
47,88995,0.3508,26,2,1,0.3301,0
34,49892,0.3852,70,4,3,0.0732,0
54,91977,0.3916,62,5,0,0.3999,0
49,30000,0.2293,21,2,1,0.0899,1
45,57909,0.5166,55,5,0,0.2295,1
38,93362,0.211,123,4,0,0.4625,0
32,104052,0.4201,116,4,0,0.7103,0
46,151130,0.1361,103,2,0,0.0478,0
28,79041,0.1581,86,4,4,0.6051,1
49,70503,0.2636,50,4,1,0.2329,0
38,95372,0.1805,46,6,1,0.7094,0
21,63510,0.3307,76,3,0,0.4552,0
30,76055,0.3706,89,8,0,0.3167,0
35,65172,0.2467,19,1,1,0.0824,1
33,69461,0.474,36,4,0,0.7221,1
41,60041,0.3257,19,9,0,0.2062,0
37,44360,0.5866,56,6,1,0.629,0
38,223012,0.7095,121,5,0,0.196,0
24,75444,0.8786,108,4,1,0.1177,0
24,142311,0.2317,30,7,0,0.4205,0
54,143398,0.0327,95,3,0,0.0973,0
28,45922,0.3319,95,5,0,0.4021,1
30,63429,0.3745,146,4,0,0.2657,0
31,128983,0.4126,33,1,3,0.1766,0
41,82036,0.4302,124,2,1,0.2998,1
33,125339,0.1861,73,3,0,0.1121,0
41,54987,0.3354,90,7,0,0.1969,0
41,146201,0.0663,64,3,1,0.2361,0
41,155837,0.0726,26,4,0,0.7409,1
32,192421,0.2581,95,5,0,0.4707,0
36,83488,0.5895,94,3,0,0.2526,0
41,88947,0.333,59,5,1,0.5126,0
25,90350,0.2595,106,4,0,0.387,1
42,110040,0.2916,83,9,0,0.1169,0
43,72336,0.4478,87,4,1,0.1985,0
25,65703,0.2852,104,3,0,0.1981,1
47,123016,0.2448,115,3,1,0.221,0
41,67864,0.2523,60,1,0,0.2243,0
32,99079,0.6286,93,4,0,0.4499,0
30,42260,0.0743,5,4,1,0.4255,1
36,144931,0.327,71,6,0,0.2844,1
28,170147,0.3127,56,6,0,0.3961,0
38,34199,0.1474,99,4,1,0.4116,0
51,197308,0.7392,105,1,0,0.4255,0
21,123373,0.425,76,3,0,0.7248,1
43,89914,0.3777,80,3,0,0.0291,0
45,64139,0.4563,92,4,3,0.0834,0
52,37835,0.0538,108,1,3,0.4653,0
51,42148,0.2301,32,5,1,0.1613,0
51,54207,0.3924,55,2,0,0.2728,0
39,135960,0.2934,48,4,0,0.4404,0
21,61923,0.2228,125,3,1,0.3909,1
32,157415,0.244,91,6,1,0.2594,0
55,203725,0.2734,134,4,0,0.2859,0
27,95871,0.812,27,3,0,0.1566,0
62,98496,0.7274,120,4,1,0.161,0
42,59512,0.1483,78,3,0,0.1872,0
43,116355,0.3123,124,2,1,0.0606,0
21,37320,0.4412,139,5,2,0.2356,0
64,56339,0.6408,120,4,2,0.1795,0
58,283204,0.3321,33,3,1,0.2084,0
37,115109,0.384,51,5,1,0.2828,0
46,59475,0.5975,47,6,0,0.3844,1
40,30000,0.1565,106,5,0,0.3938,1
46,112792,0.0773,87,5,0,0.2703,0
46,30000,0.0361,59,7,0,0.2314,0
34,80056,0.2081,43,4,0,0.5259,0
21,39347,0.0722,72,3,0,0.6683,0
38,78524,0.2618,154,6,1,0.2235,0
21,91448,0.0847,157,5,1,0.2942,1
36,39648,0.4919,100,2,0,0.4182,1
42,90424,0.1939,60,3,1,0.2116,0
21,54387,0.3282,91,6,1,0.425,1
47,182157,0.7436,94,6,0,0.5414,0
47,78529,0.3419,61,6,4,0.035,0
42,74470,0.2393,85,2,0,0.316,0
39,40093,0.735,45,4,0,0.3688,1
44,81129,0.1704,103,6,0,0.1573,0
38,52029,0.9081,53,4,0,0.6747,0
25,42762,0.3504,87,4,1,0.5797,0
46,44412,0.2634,18,6,1,0.2583,1
30,116172,0.3525,101,6,0,0.1987,0
40,47963,0.25,38,6,1,0.1502,1
52,97515,0.366,90,9,0,0.5877,0
57,145979,0.503,5,2,0,0.5399,1
34,105770,0.2523,130,5,0,0.1078,0
41,81012,0.1865,154,3,0,0.3069,0
30,89863,0.5243,115,5,0,0.2442,0
30,74688,0.3905,79,4,1,0.5029,0
52,57249,0.1614,74,2,0,0.206,1
38,93671,0.5194,93,9,1,0.4532,0
34,37924,0.4149,104,4,2,0.3434,1
45,65631,0.2219,72,6,1,0.3673,1
39,46693,0.5006,40,1,0,0.2519,0
29,142760,0.2039,115,4,0,0.1719,0
24,45074,0.1834,77,2,0,0.5316,1
33,49060,0.1179,104,3,0,0.2073,0
57,110027,0.3553,109,1,0,0.0531,0
33,58260,0.198,52,3,1,0.1427,1
54,69897,0.2791,94,4,0,0.1299,0
25,66371,0.253,173,3,0,0.292,0
36,100783,0.3895,49,2,0,0.4204,0
24,85366,0.1131,77,5,0,0.4944,1
32,111135,0.465,133,2,1,0.2509,0
32,65199,0.44,2,3,0,0.2386,1
28,71665,0.4118,74,4,0,0.3039,0
40,60325,0.0997,74,4,0,0.3199,0
52,59584,0.4791,60,4,0,0.445,0
60,66721,0.5097,72,5,1,0.4168,0
70,79172,0.4398,107,4,2,0.1724,0
28,36502,0.2701,145,4,1,0.6341,1
43,134298,0.1911,20,1,1,0.5402,1
35,101604,0.5018,60,6,1,0.1906,0
21,152099,0.2955,51,10,0,0.0652,0
42,111506,0.2556,57,3,1,0.2073,0
28,47625,0.6451,103,2,1,0.0749,0
21,133016,0.3871,190,5,1,0.1148,0
21,35026,0.3173,111,1,0,0.5474,1
28,66647,0.4322,93,9,0,0.463,0
21,51885,0.6144,123,4,0,0.3354,0
57,125258,0.3217,110,7,0,0.2095,0
49,81825,0.1591,11,7,0,0.2109,0
36,89051,0.2479,0,3,0,0.487,0
68,74628,0.1517,80,4,0,0.0985,0
40,118755,0.6308,119,3,0,0.0721,1
41,103552,0.5674,0,4,0,0.5268,0
45,199833,0.54,27,5,0,0.145,0
21,30000,0.4427,41,7,0,0.8722,0
44,59029,0.693,48,5,1,0.4067,0
31,70681,0.3313,98,1,1,0.2272,0
26,36360,0.7531,0,8,0,0.5176,0
26,123684,0.5083,43,5,0,0.4576,1
56,69175,0.1249,69,3,0,0.2048,0
21,182045,0.3198,32,5,1,0.333,0
21,46259,0.3507,37,6,1,0.1671,1
25,52072,0.4666,85,8,0,0.6074,0
41,37256,0.5207,39,6,1,0.1824,1
45,64558,0.6029,29,4,1,0.1758,0
39,72326,0.4952,120,3,2,0.4159,0
29,132974,0.3549,0,5,0,0.5893,0
23,56209,0.2426,102,3,0,0.1959,0
24,102601,0.6842,150,6,1,0.52,0
60,73169,0.7385,41,2,0,0.4155,0
49,75034,0.3189,97,4,0,0.2673,0
30,81302,0.8009,79,3,0,0.2326,1
28,30000,0.3715,154,6,1,0.2674,0
48,86332,0.5342,54,2,0,0.6321,1
34,37088,0.0213,21,2,0,0.7827,1
42,67426,0.8009,65,4,0,0.4056,1
37,77111,0.0716,38,1,1,0.2229,0
34,175835,0.1419,43,2,1,0.354,0
55,102301,0.1838,154,2,1,0.5347,0
29,123593,0.0403,26,1,0,0.1807,0
47,90862,0.3945,117,5,0,0.315,0
45,89865,0.2134,66,1,1,0.6343,0
44,81202,0.34,63,3,0,0.4581,1
37,87474,0.3207,117,4,2,0.2896,0
34,43803,0.5631,50,2,0,0.0894,0
38,99279,0.018,114,6,0,0.2375,0
30,303007,0.2654,136,6,1,0.2172,0
45,126255,0.3897,15,9,0,0.137,0
43,112296,0.3238,108,7,0,0.5218,0
34,81196,0.2436,102,4,0,0.2115,1
33,67892,0.5492,70,0,0,0.1204,1
47,35088,0.5208,78,6,2,0.2587,0
33,37375,0.2039,0,4,0,0.64,1
40,67195,0.5079,121,3,1,0.4249,0
48,88384,0.2838,92,2,0,0.4844,1
32,42240,0.2122,104,4,0,0.6097,0
21,68549,0.3542,64,2,0,0.6193,0
25,152959,0.3989,25,2,0,0.4134,0
36,186278,0.1485,87,4,1,0.2764,0
42,92396,0.4264,54,2,0,0.56,0
25,30000,0.1448,50,5,0,0.4259,1
38,36663,0.4391,75,8,0,0.2581,0
28,71003,0.3703,16,4,1,0.2138,0
50,44497,0.2304,94,3,1,0.456,0
39,115998,0.1008,146,4,0,0.3148,0
24,78506,0.5792,60,5,0,0.566,0
46,69177,0.6016,110,5,1,0.1141,0
24,66415,0.0525,24,3,1,0.1809,1
50,55383,0.3207,55,4,0,0.4485,0
46,66475,0.4388,121,3,0,0.5529,0
44,98192,0.1949,34,8,0,0.6776,0
39,77568,0.4089,107,3,0,0.2999,0
36,68711,0.5513,142,8,1,0.2358,0
40,95019,0.2177,18,3,0,0.5541,0
38,61101,0.4912,41,1,0,0.4038,1
28,49698,0.6841,135,3,0,0.2865,0
34,71345,0.4951,124,2,0,0.3729,0
38,68398,0.7579,41,8,0,0.4168,1
49,39326,0.3255,170,5,0,0.5485,0
44,88715,0.133,64,6,0,0.8141,0
21,63583,0.36,121,5,0,0.093,0
51,141300,0.5361,38,2,0,0.0902,0
41,65490,0.7803,50,7,2,0.4157,1
28,101815,0.3366,114,3,0,0.1902,0
38,68374,0.7436,49,3,0,0.2888,0
49,59825,0.3599,122,4,1,0.1624,0
44,48303,0.3735,94,6,1,0.395,0
30,67773,0.4907,48,5,0,0.2152,0
30,119324,0.2902,63,3,0,0.4692,0
56,237790,0.1533,52,11,0,0.2003,0
36,77768,0.6644,121,5,0,0.8358,0
43,153821,0.5591,91,5,0,0.3202,0
32,75071,0.6326,41,5,0,0.4213,0
46,41954,0.2843,34,6,0,0.0334,0
46,142476,0.7548,54,3,0,0.3614,0
27,213812,0.1513,43,5,0,0.3088,0
40,86588,0.1432,31,4,0,0.5169,0
27,138476,0.2679,87,5,1,0.4499,0
34,80549,0.4476,58,3,0,0.6077,0
41,68381,0.7061,62,4,0,0.264,1
21,77242,0.1901,99,5,0,0.4765,1
26,40613,0.1152,190,4,1,0.2506,0
46,111210,0.2342,98,5,1,0.3056,0
